5,69,2,6.68
6,68,3,6.7
7,67,4,6.72
7,66,4,6.74
7,65,4,6.76
7,64,5,6.78
7,63,4,6.8
8,63,5,6.82
9,62,6,6.84
8,61,6,6.86
8,60,6,6.88
8,60,5,6.9
8,59,5,6.92
8,59,5,6.94
8,59,5,6.96
8,58,6,6.98
8,58,5,7
8,58,5,7.02
8,57,6,7.04
8,56,6,7.06
8,56,6,7.08
8,56,6,7.1
8,55,6,7.12
8,55,6,7.14
8,55,6,7.16
8,54,6,7.18
8,54,6,7.2
8,54,6,7.22
8,53,6,7.24
8,53,6,7.26
8,53,6,7.28
8,52,6,7.3
8,51,6,7.32
8,50,6,7.34
8,49,6,7.36
8,48,6,7.38
8,48,6,7.4
8,47,6,7.42
8,47,6,7.44
8,46,6,7.46
8,45,6,7.48
8,45,6,7.5
8,44,6,7.52
7,44,6,7.54
7,42,6,7.56
7,41,6,7.58
6,41,6,7.6
6,40,5,7.62
6,39,5,7.64
6,38,6,7.66
6,37,6,7.68
6,37,6,7.7
6,36,6,7.72
6,36,6,7.74
6,35,6,7.76
6,35,6,7.78
6,35,6,7.8
6,35,5,7.82
5,34,5,7.84
5,33,5,7.86
5,33,6,7.88
5,32,5,7.9
5,32,5,7.92
5,30,6,7.94
5,30,6,7.96
5,29,6,7.98
5,28,6,8
5,27,6,8.02
5,27,5,8.04
4,26,5,8.06
4,26,5,8.08
4,25,5,8.1
4,24,5,8.12
4,23,5,8.14
4,23,6,8.16
4,22,5,8.18
3,21,5,8.2
3,21,5,8.22
3,20,6,8.24
3,20,5,8.26
3,19,5,8.28
3,19,5,8.3
3,18,5,8.32
3,18,5,8.34
2,17,5,8.36
2,17,5,8.38
2,16,5,8.4
2,15,4,8.42
2,15,4,8.44
2,14,4,8.46
2,13,5,8.48
2,12,4,8.5
2,12,4,8.52
2,11,4,8.54
2,11,5,8.56
2,11,5,8.58
2,11,4,8.6
2,11,5,8.62
2,11,4,8.64
2,10,5,8.66
1,10,4,8.68
1,10,4,8.7
1,9,4,8.72
1,9,4,8.74
1,8,4,8.76
1,8,4,8.78
1,7,4,8.8
1,7,4,8.82
1,7,4,8.84
1,6,4,8.86
1,6,4,8.88
1,5,4,8.9
1,5,4,8.92
1,4,4,8.94
1,4,4,8.96
1,4,4,8.98
1,4,3,9
1,5,3,9.02
1,4,3,9.04
1,3,3,9.06
1,3,2,9.08
1,3,2,9.1
1,2,2,9.12
1,1,2,9.14
1,1,1,9.16
1,0,1,9.18
1,0,1,9.2
1,0,1,9.22
1,-2,1,9.24
0,-3,1,9.26
0,-4,1,9.28
0,-5,1,9.3
0,-5,1,9.32
0,-5,1,9.34
0,-6,1,9.36
0,-7,1,9.38
0,-7,1,9.4
0,-7,0,9.42
0,-7,0,9.44
0,-8,0,9.46
0,-8,0,9.48
0,-8,0,9.5
0,-9,0,9.52
0,-9,0,9.54
0,-10,1,9.56
0,-10,0,9.58
0,-11,0,9.6
0,-11,1,9.62
0,-12,1,9.64
0,-12,1,9.66
0,-13,1,9.68
0,-14,1,9.7
0,-14,2,9.72
0,-15,2,9.74
0,-15,1,9.76
0,-16,1,9.78
0,-16,1,9.8
0,-16,1,9.82
0,-18,1,9.84
0,-19,1,9.86
-1,-21,3,9.88
-1,-21,3,9.9
0,-21,2,9.92
0,-21,1,9.94
0,-22,1,9.96
0,-22,1,9.98
0,-22,1,10
0,-23,0,10.02
0,-24,0,10.04
1,-26,0,10.06
1,-27,0,10.08
2,-28,0,10.1
3,-29,-1,10.12
2,-32,1,10.14
2,-35,2,10.16
4,-37,0,10.18
6,-38,-2,10.2
6,-39,-3,10.22
6,-39,-3,10.24
7,-40,-5,10.26
8,-40,-5,10.28
8,-41,-5,10.3
8,-42,-6,10.32
7,-43,-6,10.34
7,-43,-6,10.36
7,-45,-6,10.38
6,-46,-5,10.4
5,-47,-5,10.42
5,-48,-4,10.44
4,-49,-4,10.46
4,-49,-3,10.48
4,-50,-4,10.5
4,-51,-4,10.52
4,-52,-4,10.54
4,-52,-4,10.56
4,-53,-4,10.58
4,-54,-3,10.6
4,-54,-3,10.62
3,-54,-2,10.64
2,-55,-2,10.66
1,-56,-1,10.68
1,-56,0,10.7
0,-56,0,10.72
0,-57,0,10.74
0,-57,0,10.76
0,-58,0,10.78
0,-58,1,10.8
0,-59,1,10.82
0,-60,1,10.84
-1,-60,1,10.86
-1,-60,2,10.88
-1,-61,2,10.9
-2,-62,5,10.92
-5,-63,8,10.94
-8,-63,11,10.96
-8,-64,12,10.98
-9,-65,13,11
-9,-66,14,11.02
-10,-67,14,11.04
-12,-67,16,11.06
-13,-68,17,11.08
-14,-69,18,11.1
-16,-69,19,11.12
-16,-70,20,11.14
-17,-70,20,11.16
-16,-71,19,11.18
-15,-72,18,11.2
-15,-73,18,11.22
-16,-73,19,11.24
-19,-74,22,11.26
-21,-74,24,11.28
-24,-75,27,11.3
-25,-76,28,11.32
-26,-77,30,11.34
-28,-78,32,11.36
-28,-79,33,11.38
-30,-79,34,11.4
-33,-79,37,11.42
-36,-80,40,11.44
-38,-81,42,11.46
-41,-81,44,11.48
-44,-81,47,11.5
-48,-82,51,11.52
-49,-82,52,11.54
-48,-83,51,11.56
